rank,topic_id,topic,score,status,stated_parent,stated_share,plurality_parent,plurality_share,neighbour_count,input_sha256
561,T13451,Mechanical Engineering Research and Applications,0.028758169934640525,review,Mechanical Engineering,0.0,Civil and Structural Engineering,0.37488789237668163,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
562,T13607,Academic Publishing and Open Access,0.028758169934640525,review,Information Systems and Management,0.0,History and Philosophy of Science,0.4058252427184466,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
563,T13658,Education and Professional Development,0.028758169934640525,review,Education,0.1125,Organizational Behavior and Human Resource Management,0.29583333333333334,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
564,T13717,Advanced Algorithms and Applications,0.028758169934640525,review,Control and Systems Engineering,0.09444444444444444,Artificial Intelligence,0.3388888888888889,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
565,T13991,Nuclear Receptors and Signaling,0.028758169934640525,review,Cellular and Molecular Neuroscience,0.08499999999999999,Molecular Biology,0.305,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
566,T14041,Central European Literary Studies,0.028758169934640525,review,Anthropology,0.0,Political Science and International Relations,0.20828402366863905,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
567,T14379,Diverse Cultural and Historical Studies,0.028758169934640525,review,Cultural Studies,0.09444444444444444,Literature and Literary Theory,0.3388888888888889,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
568,T10073,Hepatocellular Carcinoma Treatment and Prognosis,0.02875816993464052,review,Hepatology,0.0,Infectious Diseases,0.2095238095238095,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
569,T10285,Venous Thromboembolism Diagnosis and Management,0.02875816993464052,review,Internal Medicine,0.0,"Public Health, Environmental and Occupational Health",0.2095238095238095,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
570,T10866,Nutritional Studies and Diet,0.02875816993464052,review,"Public Health, Environmental and Occupational Health",0.0,Nutrition and Dietetics,0.23157894736842102,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
571,T10883,Ethics and Social Impacts of AI,0.02875816993464052,review,Safety Research,0.0,Political Science and International Relations,0.2095238095238095,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
572,T10969,Water resources management and optimization,0.02875816993464052,review,Ocean Engineering,0.0,Global and Planetary Change,0.21999999999999997,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
573,T11069,Testicular diseases and treatments,0.02875816993464052,review,Surgery,0.0,"Public Health, Environmental and Occupational Health",0.23157894736842102,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
574,T11465,Drug-Induced Hepatotoxicity and Protection,0.02875816993464052,review,Pharmacology,0.0,Biochemistry,0.23157894736842102,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
575,T11734,Decision Support System Applications,0.02875816993464052,review,Management Information Systems,0.0,Artificial Intelligence,0.2714285714285714,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
576,T11735,Peripheral Neuropathies and Disorders,0.02875816993464052,review,Neurology,0.0,Infectious Diseases,0.21999999999999997,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
577,T11780,Rabies epidemiology and control,0.02875816993464052,review,Virology,0.0,Epidemiology,0.2095238095238095,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
578,T11848,Heme Oxygenase-1 and Carbon Monoxide,0.02875816993464052,review,Molecular Biology,0.0,Pathology and Forensic Medicine,0.21999999999999997,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
579,T12118,Forest Biomass Utilization and Management,0.02875816993464052,review,Mechanics of Materials,0.0,Control and Systems Engineering,0.21999999999999997,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
580,T12159,T-cell and Retrovirus Studies,0.02875816993464052,review,Immunology,0.0,Oncology,0.2714285714285714,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
581,T12180,Polar Research and Ecology,0.02875816993464052,review,Ecology,0.0,"Ecology, Evolution, Behavior and Systematics",0.23157894736842102,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
582,T12429,Chemotherapy-induced organ toxicity mitigation,0.02875816993464052,review,Pathology and Forensic Medicine,0.0,Molecular Biology,0.2095238095238095,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
583,T12498,Latin American Cultural Politics,0.02875816993464052,review,Anthropology,0.135,Sociology and Political Science,0.355,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
584,T12724,Water-Energy-Food Nexus Studies,0.02875816993464052,review,Water Science and Technology,0.0,Sociology and Political Science,0.21999999999999997,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
585,T12833,Bartonella species infections research,0.02875816993464052,review,Parasitology,0.0,Epidemiology,0.2095238095238095,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
586,T13132,"Hydropower, Displacement, Environmental Impact",0.02875816993464052,review,Sociology and Political Science,0.0,Global and Planetary Change,0.2095238095238095,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
587,T13361,Coconut Research and Applications,0.02875816993464052,review,Inorganic Chemistry,0.0,Plant Science,0.23157894736842102,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
588,T13452,GDF15 and Related Biomarkers,0.02875816993464052,review,Rheumatology,0.0,Cardiology and Cardiovascular Medicine,0.23157894736842102,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
589,T13804,Physical Activity and Education Research,0.02875816993464052,review,Water Science and Technology,0.0,Information Systems,0.2872852233676976,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
590,T13827,Mechatronics Education and Applications,0.02875816993464052,review,Mechanical Engineering,0.0,Biomedical Engineering,0.23157894736842102,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
591,T13911,"Employment, Labor, and Gender Studies",0.02875816993464052,review,Safety Research,0.0,Political Science and International Relations,0.23157894736842102,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
592,T13963,Organizational Management and Leadership,0.02875816993464052,review,Management of Technology and Innovation,0.0,Economics and Econometrics,0.2095238095238095,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
593,T14026,Flannery O'Connor and Thomas Merton,0.02875816993464052,review,Organizational Behavior and Human Resource Management,0.0,Management of Technology and Innovation,0.2872852233676976,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
594,T14054,Humic Substances and Bio-Organic Studies,0.02875816993464052,review,Soil Science,0.0,Plant Science,0.21999999999999997,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
595,T14307,Bioethics and Human Rights Issues,0.02875816993464052,review,Information Systems,0.0,Literature and Literary Theory,0.18238341968911917,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
596,T14367,Logistics and Infrastructure Analysis,0.02875816993464052,review,Forestry,0.0,Food Science,0.21999999999999997,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
597,T14393,"Health, Environment, Cognitive Aging",0.02875816993464052,review,"Health, Toxicology and Mutagenesis",0.0,"Public Health, Environmental and Occupational Health",0.21999999999999997,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
598,T14396,Healthcare Regulation,0.02875816993464052,review,Health Information Management,0.0,General Health Professions,0.23157894736842102,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
599,T14448,EU Law and Policy Analysis,0.02875816993464052,review,Law,0.0,Economics and Econometrics,0.30510948905109486,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
600,T10014,Plant Stress Responses and Tolerance,0.028758169934640518,review,Plant Science,0.0,Biochemistry,0.2444444444444444,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
601,T10051,Asthma and respiratory diseases,0.028758169934640518,review,Physiology,0.0,Infectious Diseases,0.19999999999999998,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
602,T10085,Parkinson's Disease Mechanisms and Treatments,0.028758169934640518,review,Neurology,0.0,Cellular and Molecular Neuroscience,0.2444444444444444,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
603,T10418,Pelvic floor disorders treatments,0.028758169934640518,review,Rheumatology,0.0,Reproductive Medicine,0.2444444444444444,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
604,T10587,Autophagy in Disease and Therapy,0.028758169934640518,review,Epidemiology,0.0,Pharmacology,0.19999999999999998,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
605,T10606,Kidney Stones and Urolithiasis Treatments,0.028758169934640518,review,Pulmonary and Respiratory Medicine,0.0,"Public Health, Environmental and Occupational Health",0.19999999999999998,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
606,T11003,Disability Rights and Representation,0.028758169934640518,review,Safety Research,0.0,Gender Studies,0.2444444444444444,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
607,T11246,Sports injuries and prevention,0.028758169934640518,review,Orthopedics and Sports Medicine,0.0,Periodontics,0.2444444444444444,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
608,T11453,Diagnosis and Treatment of Venous Diseases,0.028758169934640518,review,Surgery,0.0,Epidemiology,0.2444444444444444,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
609,T11636,Artificial Intelligence in Healthcare and Education,0.028758169934640518,review,Health Informatics,0.0,"Radiology, Nuclear Medicine and Imaging",0.19999999999999998,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
610,T12188,"Architecture, Modernity, and Design",0.028758169934640518,review,Architecture,0.0,Literature and Literary Theory,0.2444444444444444,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
611,T12367,Dental Trauma and Treatments,0.028758169934640518,review,Emergency Medical Services,0.0,Reproductive Medicine,0.2444444444444444,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
612,T12656,"Climate Change, Adaptation, Migration",0.028758169934640518,review,Sociology and Political Science,0.0,"Ecology, Evolution, Behavior and Systematics",0.2444444444444444,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
613,T12734,Information Systems and Technology Applications,0.028758169934640518,review,Management Information Systems,0.0,Artificial Intelligence,0.2444444444444444,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
614,T13364,"Digitalization, Law, and Regulation",0.028758169934640518,review,Law,0.0,Industrial and Manufacturing Engineering,0.19999999999999998,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
615,T13790,Waste Management and Environmental Impact,0.028758169934640518,review,Mechanical Engineering,0.0,Waste Management and Disposal,0.2444444444444444,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
616,T13812,AI and HR Technologies,0.028758169934640518,review,Organizational Behavior and Human Resource Management,0.0,Information Systems,0.2444444444444444,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
617,T14152,Healthcare Facilities Design and Sustainability,0.028758169934640518,review,Urban Studies,0.0,"Health, Toxicology and Mutagenesis",0.19999999999999998,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
618,T14154,"finance, banking, and market dynamics",0.028758169934640518,review,Finance,0.0,Economics and Econometrics,0.2444444444444444,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
619,T14354,Emergency Medicine Education and Research,0.028758169934640518,review,Emergency Medicine,0.0,Information Systems,0.19999999999999998,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
620,T14463,Diverse Scientific Research Studies,0.028758169934640518,review,General Health Professions,0.0,Infectious Diseases,0.2444444444444444,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
621,T11935,"Literacy, Media, and Education",0.0281733746130031,review,Literature and Literary Theory,0.0,Sociology and Political Science,0.36726457399103146,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
622,T12861,"Migration, Education, Indigenous Social Dynamics",0.0281733746130031,review,Cultural Studies,0.11788321167883212,Sociology and Political Science,0.4167883211678832,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
623,T13888,Social Policies and Family,0.0281733746130031,review,Sociology and Political Science,0.11788321167883212,Political Science and International Relations,0.4167883211678832,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
624,T14156,Engineering Applied Research,0.0281733746130031,review,Civil and Structural Engineering,0.0,Mechanical Engineering,0.2946043165467626,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
625,T14331,Medicinal Plant Pharmacodynamics Research,0.0281733746130031,review,Pharmacology,0.0,Molecular Biology,0.39757281553398066,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
626,T12532,Historical and Cultural Archaeology Studies,0.028173374613003094,review,Anthropology,0.13410836620303093,Sociology and Political Science,0.4741540377828524,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
627,T13587,Q Methodology Applications,0.028173374613003094,review,Management Science and Operations Research,0.12568093385214008,Education,0.4443579766536965,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
628,T11468,Genetic Mapping and Diversity in Plants and Animals,0.028070175438596492,review,Genetics,0.15,Plant Science,0.55,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
629,T14323,"Agriculture, Water, and Health",0.028070175438596492,review,Water Science and Technology,0.06,Global and Planetary Change,0.38,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
630,T13014,Peace and Human Rights Education,0.02807017543859649,review,Sociology and Political Science,0.05,Political Science and International Relations,0.31666666666666665,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
631,T13719,Phytochemistry and Bioactivity Studies,0.027941176470588233,review,Pharmacology,0.24055299539170508,Complementary and alternative medicine,0.39815668202764976,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
632,T11243,Respiratory viral infections research,0.027485380116959068,review,Epidemiology,0.11099656357388316,"Public Health, Environmental and Occupational Health",0.38556701030927837,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
633,T13406,Human Resources and Workforce,0.027485380116959068,review,Safety Research,0.0,Economics and Econometrics,0.2745704467353952,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
634,T10084,Musculoskeletal pain and rehabilitation,0.027485380116959064,review,Pharmacology,0.0,"Public Health, Environmental and Occupational Health",0.27647058823529413,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
635,T10277,Vitamin D Research Studies,0.027485380116959064,review,Pathology and Forensic Medicine,0.0,Molecular Biology,0.31333333333333335,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
